"forward_passes","foul_won_penalty","goal_assists","goals","ground_duels_won","hit_woodwork","open_play_passes","recoveries","successful_dribbles","total_passes","total_shots","total_touches_in_opposition_box"
379,0,0,0,0,0,395,198,0,654,0,0
10,0,0,0,1,0,30,1,0,31,0,0
4,0,0,0,2,0,14,4,0,14,0,3
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
65,1,0,1,40,2,205,27,16,212,16,32
464,0,2,0,35,0,1238,105,4,1299,12,36
269,0,0,0,32,0,668,74,4,689,1,6
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,1,0,0
12,0,0,2,9,0,58,16,1,62,7,10
0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,10,0,119,15,1,121,1,1
306,0,0,4,149,0,823,184,53,843,37,43
0,0,0,0,0,0,0,0,0,0,0,0
149,0,0,0,30,0,255,55,4,265,3,4
390,0,0,0,7,0,164,153,2,458,0,0
120,0,1,7,154,5,623,112,50,632,56,108
0,0,0,0,0,0,0,0,0,0,0,0
143,0,2,5,36,0,469,66,11,479,26,43
151,0,0,0,14,0,252,51,4,271,0,0
253,3,2,8,153,2,846,160,29,851,59,134
420,0,1,1,101,0,1405,142,7,1449,12,20
414,0,1,0,178,1,797,131,19,808,13,28
611,0,0,1,42,0,1628,151,6,1657,7,28
153,1,2,3,120,1,491,128,44,496,41,76
0,0,0,0,1,0,1,0,0,1,0,0
486,0,0,0,42,0,1138,115,3,1179,3,6
199,2,1,8,76,3,572,117,23,576,59,86
0,0,0,0,0,0,0,0,0,0,0,0
159,0,1,9,53,0,390,40,8,400,41,100
346,0,1,1,103,0,914,143,9,976,11,7
288,1,2,0,60,0,954,118,12,993,9,29
0,0,0,0,0,0,0,0,0,0,0,0
535,0,0,1,46,0,1083,153,1,1120,7,15
406,0,0,0,26,0,1186,97,2,1221,4,9
0,0,0,0,0,0,0,0,0,0,0,0
446,0,0,0,5,1,606,264,1,1040,0,0
58,0,0,1,52,1,181,31,9,184,8,21
1,0,0,0,0,0,3,0,0,3,0,0
18,0,0,0,11,1,81,13,4,82,2,8
502,0,0,1,39,0,1321,132,2,1351,17,28
82,0,3,2,38,0,272,44,16,286,14,36
0,0,0,0,0,0,0,0,0,0,0,0
828,0,0,0,6,0,494,338,0,1104,0,1
30,0,0,1,6,0,90,19,1,92,7,9
366,0,0,2,29,1,864,79,4,886,7,14
116,1,1,2,136,2,631,97,15,638,53,102
95,0,0,0,28,0,223,30,6,225,1,7
161,0,1,1,75,1,445,84,25,459,16,18
197,1,6,9,97,2,694,125,28,704,32,81
152,0,0,0,33,0,299,54,4,325,5,9
945,0,2,2,45,1,2474,166,5,2574,20,44
174,0,1,1,67,0,504,109,12,521,22,31
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
26,1,0,1,69,1,295,43,19,300,24,84
68,0,0,1,21,0,170,30,3,173,2,6
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
464,0,5,3,119,1,1288,156,31,1326,14,38
669,0,3,1,84,0,1705,179,7,1773,12,24
26,0,0,0,1,0,17,21,0,46,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
324,0,0,2,27,0,760,108,2,782,9,9
147,0,1,1,72,0,392,87,17,394,11,21
3,0,0,0,2,0,11,2,1,11,0,1
0,0,0,0,0,0,0,0,0,0,0,0
110,0,1,0,140,4,340,100,52,352,21,48
81,0,0,2,23,0,230,39,9,235,8,12
70,0,1,1,62,3,327,67,33,332,16,28
282,0,0,0,25,0,743,99,3,778,3,11
511,1,4,5,130,2,1700,156,35,1752,36,29
151,0,4,7,55,1,471,72,15,476,44,98
65,0,1,0,42,0,246,33,8,247,11,18
33,0,0,0,18,1,116,31,6,118,5,22
221,0,1,2,126,0,562,132,23,597,23,67
144,1,1,8,134,1,521,71,52,538,66,101
584,0,2,0,99,0,1092,164,17,1112,1,6
132,0,3,5,67,1,461,99,28,462,25,74
1,0,0,0,1,1,2,0,0,2,1,1
432,0,0,0,41,0,1085,114,7,1110,3,9
3,0,0,0,5,0,9,2,1,10,2,4
0,0,0,0,0,0,0,0,0,0,0,0
168,0,1,1,51,0,653,62,10,677,8,6
379,0,1,1,104,0,845,178,29,852,8,14
70,0,0,1,11,0,158,25,2,160,2,3
222,0,4,4,101,0,721,108,18,778,30,51
123,0,0,0,2,0,89,50,0,162,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,1,30,0,210,31,7,214,12,13
106,0,0,0,45,1,296,52,8,298,9,15
469,0,2,2,125,0,1255,169,19,1268,13,33
25,0,0,0,18,0,54,15,1,58,1,0
326,0,0,1,74,0,1129,179,6,1150,8,14
0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,1,29,0,264,39,4,278,17,18
0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,9,0,58,12,4,62,10,22
2,0,0,0,0,0,4,2,0,4,2,2
135,0,0,7,23,0,332,35,2,336,30,78
593,0,3,0,102,0,2010,210,8,2131,10,4
13,0,0,0,3,0,21,5,1,21,1,2
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
534,0,0,0,7,0,380,298,1,841,0,0
368,0,6,4,117,2,1070,224,38,1148,18,48
243,0,1,1,12,0,1075,54,0,1096,4,7
120,1,2,0,57,1,401,72,10,411,12,37
47,1,3,1,50,1,170,34,14,176,25,47
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,7,1,0,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
47,0,0,6,23,1,144,32,9,145,24,57
2,0,0,0,0,0,3,0,0,3,0,1
450,0,0,0,71,0,1014,171,7,1049,5,2
63,0,2,0,7,0,225,21,1,231,6,1
147,0,6,4,89,1,500,80,19,523,23,33
37,0,1,2,31,0,135,15,11,139,10,21
601,0,0,2,50,0,1477,141,1,1547,7,19
0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,11,0,156,21,2,162,3,10
18,0,1,1,19,0,83,18,6,84,8,15
0,0,0,0,0,0,0,0,0,0,0,0
159,0,0,0,32,0,472,60,3,481,3,6
174,0,3,2,71,0,708,95,31,722,27,45
298,0,0,0,0,0,114,101,0,342,0,0
279,1,0,3,41,0,705,122,7,726,16,32
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
131,0,1,0,39,0,347,81,5,352,2,7
0,0,0,0,0,0,0,0,0,0,0,0
148,1,1,0,55,0,587,84,9,609,20,41
297,0,0,0,1,0,130,78,0,331,0,0
295,0,0,1,48,0,648,125,14,656,14,21
0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,17,1,109,24,2,115,3,4
100,0,0,1,37,1,305,43,15,306,8,42
82,2,1,7,61,2,300,30,14,321,27,69
0,0,0,0,0,0,0,0,0,0,0,0
138,2,1,9,131,1,586,92,43,587,58,133
107,0,4,2,50,0,365,52,10,398,5,2
267,0,1,0,30,0,521,52,4,532,5,19
0,0,0,0,0,0,0,0,0,0,0,0
349,0,2,1,107,1,1037,178,22,1065,29,20
401,0,2,3,56,2,991,145,14,1073,16,10
201,0,0,0,19,1,379,62,0,392,3,6
436,0,1,0,99,1,873,165,13,919,10,13
488,1,5,2,82,1,1271,195,10,1319,27,69
99,0,0,1,75,1,386,76,20,395,4,19
0,0,0,0,0,0,0,0,0,0,0,0
267,0,0,1,57,0,696,101,13,714,6,11
21,0,2,11,38,1,165,35,10,181,36,52
14,0,0,0,2,0,42,5,0,43,1,6
49,0,1,1,44,0,215,46,18,215,18,18
89,0,0,2,54,0,297,54,11,305,17,44
97,0,1,0,47,1,321,47,14,328,3,12
265,0,0,2,58,0,768,107,4,839,4,18
18,0,0,0,3,0,59,7,0,59,1,1
179,0,0,0,17,0,441,37,1,455,1,10
265,1,0,1,23,0,629,47,2,639,6,29
96,0,1,2,52,0,316,57,15,324,8,18
0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,52,2,234,38,30,249,10,14
0,0,0,0,0,0,0,0,0,0,0,0
342,0,0,0,42,0,993,102,2,1051,2,15
394,0,2,0,76,1,751,136,4,764,12,38
375,1,0,0,107,0,1330,135,11,1387,6,10
293,0,0,0,156,1,599,152,39,607,8,21
308,0,0,0,64,1,1065,132,9,1087,13,18
157,1,2,1,123,2,542,104,27,556,35,55
71,0,1,0,14,0,200,22,3,204,2,6
14,0,0,0,26,0,51,19,13,51,6,17
17,0,0,0,8,0,80,10,1,85,4,21
151,0,1,1,33,0,350,73,5,383,12,13
455,1,7,4,114,1,1470,178,20,1581,28,54
136,0,1,0,36,0,371,40,3,380,1,9
17,0,0,0,12,0,46,12,7,48,3,5
0,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,41,0,485,65,4,506,4,0
140,0,0,1,35,1,375,63,12,394,19,16
0,0,0,0,0,0,3,0,0,3,0,0
7,0,0,1,27,0,58,12,9,63,5,16
40,0,1,0,18,0,110,23,1,111,6,14
0,0,0,0,0,0,0,0,0,0,0,0
210,1,5,10,151,1,640,124,36,642,54,111
873,0,1,2,71,0,2030,229,6,2101,10,33
322,0,2,0,48,0,917,90,5,955,6,30
164,0,1,0,77,0,363,81,12,368,0,4
333,0,0,0,62,0,890,116,4,921,7,12
479,0,5,1,156,0,1014,190,50,1027,5,32
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
223,0,0,0,47,1,616,109,4,631,9,1
216,1,1,4,175,1,882,168,56,904,40,69
454,0,1,0,44,1,1104,92,1,1147,10,20
593,0,2,4,170,1,1801,324,51,1888,41,24
325,1,0,10,123,5,806,163,36,881,65,92
423,0,0,0,81,0,1246,143,8,1355,9,5
53,0,1,5,67,0,213,44,32,218,23,26
612,0,0,0,118,0,1433,260,23,1476,8,23
310,1,0,1,39,0,652,127,5,689,11,24
48,0,0,0,1,0,270,22,0,272,1,1
273,0,0,0,84,0,837,122,14,867,5,6
509,0,2,0,85,0,1053,143,20,1147,3,23
14,0,0,0,2,0,38,6,0,40,0,0
261,0,2,1,84,0,1024,132,12,1053,7,11
5,0,0,0,0,0,9,1,0,9,0,1
0,0,0,0,0,0,1,0,0,1,0,0
377,1,1,0,122,0,679,125,42,686,6,31
90,0,1,1,30,2,337,50,5,337,22,36
317,0,0,1,51,0,844,103,8,857,10,10
18,0,0,1,22,0,77,13,7,91,15,32
0,0,0,0,0,0,0,0,0,0,0,0
247,0,0,1,43,0,834,94,13,846,6,1
61,0,0,0,0,0,41,23,0,86,0,0
171,0,0,0,63,0,543,71,22,553,5,10
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,13,3,1,13,0,2
298,0,0,0,5,0,354,211,0,610,0,0
43,0,1,0,15,0,91,17,6,94,0,0
697,0,0,0,17,0,512,398,3,1024,0,1
245,0,0,0,91,0,624,123,12,630,13,14
864,0,1,0,80,0,2344,246,14,2447,15,20
2,0,0,0,1,0,4,0,1,5,0,1
56,0,2,0,26,0,166,46,6,166,6,13
273,0,0,1,84,0,918,109,16,966,6,4
0,0,0,0,0,0,0,0,0,0,0,0
17,0,1,0,5,0,54,5,2,54,1,2
107,0,0,0,23,1,241,36,2,242,5,18
356,0,5,1,91,1,702,133,26,743,15,17
206,0,0,0,65,1,811,84,6,836,4,6
163,2,0,2,57,0,560,108,9,564,5,14
0,0,0,0,0,0,0,0,0,0,0,0
53,1,0,2,69,0,236,36,15,241,13,47
369,0,2,0,75,0,887,134,11,914,5,19
35,0,1,1,86,0,179,43,27,179,8,24
162,0,3,1,92,5,556,60,41,580,30,66
44,0,1,0,8,0,109,15,0,110,5,4
0,0,0,0,0,0,0,0,0,0,0,0
172,0,0,0,40,0,311,57,6,315,1,9
41,0,1,2,39,0,194,39,14,218,30,54
297,0,0,0,2,0,334,140,0,541,0,0
243,0,1,4,55,1,896,99,12,968,31,17
215,0,0,0,69,0,598,92,13,614,7,5
601,0,0,0,2,0,282,176,0,683,0,0
183,0,0,3,19,1,618,64,3,643,9,22
233,1,12,7,132,2,682,111,59,721,57,114
55,0,0,0,8,0,134,16,1,138,1,4
155,1,2,8,119,4,559,131,34,566,51,101
125,1,2,3,49,0,334,37,5,342,25,58
671,0,7,3,250,0,1911,275,82,2032,31,45
202,0,0,2,87,0,609,86,11,641,17,19
77,1,7,20,68,2,459,51,15,504,69,139
138,0,2,1,54,0,539,87,15,548,12,24
396,1,1,1,53,0,1029,78,2,1060,6,20
577,0,9,1,63,1,1392,176,14,1496,14,24
463,0,0,0,86,0,875,216,13,922,8,24
415,0,7,2,57,1,879,148,20,928,14,34
40,0,0,0,16,0,177,30,4,178,19,41
94,0,0,0,21,0,291,38,12,297,1,7
0,0,0,0,0,0,0,0,0,0,0,0
268,1,6,3,142,2,1010,94,54,1026,33,70
61,0,1,8,74,0,290,64,14,294,47,101
118,0,4,6,107,2,612,68,52,649,32,72
569,0,2,0,172,1,1799,231,30,1887,42,49
721,0,1,1,66,1,1686,147,6,1757,15,36
246,0,5,0,66,0,692,116,25,744,14,41
162,0,0,0,12,0,467,46,0,489,3,4
123,0,0,0,38,0,273,47,10,277,3,9
55,0,1,3,45,2,166,30,22,176,13,34
77,0,0,0,39,0,242,40,1,248,0,1
36,0,0,3,21,0,139,16,6,143,20,53
870,0,1,0,193,1,1834,219,29,1891,14,40
161,0,5,6,71,0,541,74,12,562,31,87
559,0,1,0,143,1,1185,153,29,1213,7,12
17,0,0,0,0,0,10,11,0,21,0,0
346,0,1,1,84,0,1017,133,38,1031,24,48
202,0,2,3,124,1,767,130,33,796,25,53
160,0,4,15,82,5,653,90,37,733,77,166
523,0,3,1,96,0,1381,141,33,1412,11,60
66,1,4,9,75,2,379,66,24,419,59,144
0,0,0,0,0,0,0,0,0,0,0,0
497,0,1,1,49,1,1138,129,4,1189,10,17
347,0,1,0,72,0,878,118,8,903,9,11
77,0,4,7,87,0,289,49,30,302,32,88
29,0,0,0,38,0,150,29,6,154,7,28
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
273,0,0,0,105,2,1003,144,18,1048,16,12
523,0,1,1,105,0,1421,192,8,1454,8,11
150,0,1,3,65,0,554,80,13,559,14,21
178,0,2,0,53,0,394,94,8,397,6,18
49,1,0,2,52,1,227,34,9,230,14,41
77,0,3,20,60,5,343,64,14,405,74,177
43,1,1,4,45,1,240,43,20,241,20,32
0,0,0,0,1,0,1,0,1,1,1,1
715,0,0,1,63,0,2079,176,9,2140,14,27
14,0,0,0,10,0,32,3,1,32,3,4
201,0,6,21,107,3,763,129,29,790,74,162
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
129,0,0,0,25,0,205,44,2,218,4,8
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
312,0,2,0,33,0,817,66,6,839,4,16
242,1,3,5,201,0,748,136,62,763,32,119
481,1,2,0,91,0,1153,170,32,1193,7,32
141,7,9,18,127,2,565,64,67,584,92,262
158,0,0,0,22,0,357,46,2,359,2,5
493,0,1,1,93,1,1258,169,3,1292,17,29
0,0,0,0,0,0,0,0,0,0,0,0
256,0,0,0,0,0,68,88,0,264,0,0
30,0,0,0,0,0,25,10,0,51,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,3,0,16,3,1,16,2,1
0,0,0,0,0,0,0,0,0,0,0,0
672,0,1,0,100,0,1938,185,14,2015,3,13
84,0,5,14,119,3,353,84,28,363,90,189
147,0,1,7,54,2,634,90,11,668,27,32
52,1,0,1,56,0,300,54,19,301,8,41
568,0,2,1,97,3,1198,175,24,1245,12,15
662,0,2,3,173,0,1971,229,27,2019,21,42
176,1,2,3,101,0,556,128,14,564,32,68
115,1,2,2,111,1,481,99,30,486,23,67
19,0,1,1,23,0,87,20,8,97,5,17
231,0,3,0,53,0,519,85,12,528,4,5
599,0,5,0,113,0,1360,222,24,1439,17,28
0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,2,0,19,4,0,19,2,1
52,0,0,0,11,0,122,15,1,122,1,1
4,0,0,0,1,0,8,1,0,9,0,0
27,0,0,0,21,0,104,13,1,106,0,2
3,0,0,0,2,0,35,2,0,36,0,1
229,0,0,1,19,0,613,71,0,628,8,13
162,0,1,1,16,0,434,47,0,448,10,16
454,0,1,3,60,1,1012,156,2,1069,11,17
0,0,0,0,1,0,3,1,0,3,0,0
135,0,4,9,87,1,525,105,34,538,30,77
131,0,0,6,49,0,368,43,26,391,32,54
40,0,0,3,23,0,113,14,2,121,5,21
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1
66,0,1,1,68,1,234,41,16,242,11,38
580,0,3,4,149,0,1787,273,33,1848,22,21
0,0,0,0,0,0,0,0,0,0,0,0
94,0,3,2,75,0,434,84,28,439,22,41
312,0,0,0,0,0,207,142,0,449,0,0
72,1,2,14,62,1,348,50,14,396,45,91
0,0,0,0,0,0,0,0,0,0,0,0
64,0,0,0,50,0,225,25,8,242,13,47
309,0,6,5,201,0,977,177,77,998,58,137
165,0,1,2,98,1,597,138,41,603,29,75
6,0,0,0,3,0,9,1,0,9,0,0
0,0,0,0,0,0,0,0,0,0,0,0
302,0,1,0,50,0,756,102,21,777,8,28
495,0,3,2,125,2,1609,204,18,1763,21,23
315,1,6,3,140,1,902,151,45,963,26,71
242,0,2,1,72,0,989,110,10,1022,20,17
87,0,2,0,42,0,295,53,25,306,10,15
